# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8DPV2	OTHER	0.000221	0.999779	
Q8DPV3	OTHER	0.018628	0.981372	
Q8DPV5	OTHER	0.000410	0.999590	
Q8DPV6	OTHER	0.000300	0.999700	
Q8DPV7	OTHER	0.000162	0.999838	
Q8DPW0	OTHER	0.001381	0.998619	
Q8DPW2	OTHER	0.001225	0.998775	
Q8DPW3	OTHER	0.009752	0.990248	
Q8DPW4	OTHER	0.113113	0.886887	
Q8DPW7	OTHER	0.000794	0.999206	
Q8DPW8	OTHER	0.001281	0.998719	
Q8DPW9	OTHER	0.003517	0.996483	
Q8DPX0	OTHER	0.000960	0.999040	
Q8DPX1	OTHER	0.000621	0.999379	
Q8DPX2	OTHER	0.000258	0.999742	
Q8DPX3	OTHER	0.001617	0.998383	
Q8DPX4	OTHER	0.001367	0.998633	
Q8DPX5	OTHER	0.000361	0.999639	
Q8DPX6	OTHER	0.000599	0.999401	
Q8DPX7	OTHER	0.001411	0.998589	
Q8DPX9	OTHER	0.000683	0.999317	
Q8DPY1	OTHER	0.004046	0.995954	
Q8DPY2	OTHER	0.000384	0.999616	
Q8DPY3	OTHER	0.002288	0.997712	
Q8DPY4	OTHER	0.003929	0.996071	
Q8DPY5	OTHER	0.006364	0.993636	
Q8DPY6	SP(Sec/SPI)	0.989235	0.010765	CS pos: 22-23. CSS-NS. Pr: 0.4524
Q8DPY8	SP(Sec/SPI)	0.996025	0.003975	CS pos: 24-25. VHA-AT. Pr: 0.9156
Q8DPY9	SP(Sec/SPI)	0.506970	0.493030	CS pos: 21-22. YKA-YR. Pr: 0.3120
Q8DPZ1	OTHER	0.001481	0.998519	
Q8DPZ5	OTHER	0.000440	0.999560	
Q8DQ01	OTHER	0.027885	0.972115	
Q8DQ02	OTHER	0.001895	0.998105	
Q8DQ06	OTHER	0.002032	0.997968	
Q8DQ07	SP(Sec/SPI)	0.735309	0.264691	CS pos: 24-25. AYA-LN. Pr: 0.5996
Q8DQ08	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
Q8DQ09	SP(Sec/SPI)	0.830634	0.169366	CS pos: 28-29. ACG-QK. Pr: 0.4535
Q8DQ10	SP(Sec/SPI)	0.914001	0.085999	CS pos: 27-28. ACG-EE. Pr: 0.5483
Q8DQ11	OTHER	0.074537	0.925463	
Q8DQ12	OTHER	0.004551	0.995449	
Q8DQ13	OTHER	0.008492	0.991508	
Q8DQ14	OTHER	0.001069	0.998931	
Q8DQ17	OTHER	0.000451	0.999549	
Q8DQ19	OTHER	0.036596	0.963404	
Q8DQ21	OTHER	0.001712	0.998288	
Q8DQ22	OTHER	0.000851	0.999149	
Q8DQ23	OTHER	0.000623	0.999377	
Q8DQ26	OTHER	0.000285	0.999715	
Q8DQ27	OTHER	0.001299	0.998701	
Q8DQ28	OTHER	0.000909	0.999091	
Q8DQ39	OTHER	0.000441	0.999559	
Q8DQ40	OTHER	0.034728	0.965272	
Q8DQ41	OTHER	0.005422	0.994578	
Q8DQ42	OTHER	0.001272	0.998728	
Q8DQ44	OTHER	0.001012	0.998988	
Q8DQ45	OTHER	0.002587	0.997413	
Q8DQ46	OTHER	0.000233	0.999767	
Q8DQ47	OTHER	0.001074	0.998926	
Q8DQ48	OTHER	0.000631	0.999369	
Q8DQ52	OTHER	0.000201	0.999799	
Q8DQ53	OTHER	0.000793	0.999207	
Q8DQ54	OTHER	0.000726	0.999274	
Q8DQ57	OTHER	0.000877	0.999123	
Q8DQ65	OTHER	0.001098	0.998902	
Q8DQ66	OTHER	0.002210	0.997790	
Q8DQ67	OTHER	0.003407	0.996593	
Q8DQ69	OTHER	0.001600	0.998400	
Q8DQ70	OTHER	0.116465	0.883535	
Q8DQ71	OTHER	0.001715	0.998285	
Q8DQ72	OTHER	0.000212	0.999788	
Q8DQ73	OTHER	0.000521	0.999479	
Q8DQ74	OTHER	0.000491	0.999509	
Q8DQ76	OTHER	0.000860	0.999140	
Q8DQ79	OTHER	0.000849	0.999151	
Q8DQ80	OTHER	0.000220	0.999780	
Q8DQ81	OTHER	0.010940	0.989060	
Q8DQ82	OTHER	0.001938	0.998062	
Q8DQ83	OTHER	0.000551	0.999449	
Q8DQ89	OTHER	0.000847	0.999153	
Q8DQ90	OTHER	0.000802	0.999198	
Q8DQ93	OTHER	0.001524	0.998476	
Q8DQ97	OTHER	0.000214	0.999786	
Q8DQ98	OTHER	0.001786	0.998214	
Q8DQA0	OTHER	0.000308	0.999692	
Q8DQA1	OTHER	0.002591	0.997409	
Q8DQA3	OTHER	0.000426	0.999574	
Q8DQA6	OTHER	0.001038	0.998962	
Q8DQA7	OTHER	0.000474	0.999526	
Q8DQA8	OTHER	0.000377	0.999623	
Q8DQA9	OTHER	0.000845	0.999155	
Q8DQB0	OTHER	0.021942	0.978058	
Q8DQB1	OTHER	0.001469	0.998531	
Q8DQB2	OTHER	0.476111	0.523889	
Q8DQB6	OTHER	0.000622	0.999378	
Q8DQB7	OTHER	0.000503	0.999497	
Q8DQB8	OTHER	0.000591	0.999409	
Q8DQB9	SP(Sec/SPI)	0.593683	0.406317	CS pos: 18-19. IYS-AP. Pr: 0.3938
Q8DQC0	OTHER	0.000964	0.999036	
Q8DQC1	OTHER	0.000578	0.999422	
Q8DQC2	OTHER	0.019225	0.980775	
Q8DQC6	OTHER	0.000626	0.999374	
Q8DQC8	OTHER	0.008027	0.991973	
Q8DQD4	OTHER	0.000272	0.999728	
Q8DQD5	OTHER	0.000311	0.999689	
Q8DQD6	OTHER	0.000626	0.999374	
Q8DQD8	OTHER	0.001071	0.998929	
Q8DQD9	OTHER	0.015726	0.984274	
Q8DQE0	OTHER	0.008885	0.991115	
Q8DQE1	OTHER	0.001508	0.998492	
Q8DQE3	OTHER	0.000399	0.999601	
Q8DQE4	OTHER	0.000301	0.999699	
Q8DQE6	OTHER	0.001838	0.998162	
Q8DQE7	OTHER	0.015503	0.984497	
Q8DQE8	OTHER	0.000453	0.999547	
Q8DQF0	OTHER	0.008065	0.991935	
Q8DQF2	OTHER	0.000532	0.999468	
Q8DQF3	OTHER	0.001939	0.998061	
Q8DQF4	OTHER	0.000749	0.999251	
Q8DQF5	OTHER	0.000500	0.999500	
Q8DQF6	OTHER	0.001451	0.998549	
Q8DQF9	OTHER	0.052501	0.947499	
Q8DQG2	OTHER	0.000667	0.999333	
Q8DQG6	OTHER	0.001186	0.998814	
Q8DQH6	OTHER	0.000702	0.999298	
Q8DQH7	OTHER	0.000787	0.999213	
Q8DQH9	OTHER	0.011173	0.988827	
Q8DQI1	SP(Sec/SPI)	0.994392	0.005608	CS pos: 21-22. AAC-GE. Pr: 0.3460
Q8DQI2	OTHER	0.000926	0.999074	
Q8DQI5	OTHER	0.000092	0.999908	
Q8DQI6	OTHER	0.001835	0.998165	
Q8DQI7	OTHER	0.003767	0.996233	
Q8DQI8	OTHER	0.001590	0.998410	
Q8DQI9	OTHER	0.000552	0.999448	
Q8DQJ0	OTHER	0.002458	0.997542	
Q8DQJ2	OTHER	0.000442	0.999558	
Q8DQJ3	OTHER	0.000493	0.999507	
Q8DQJ6	OTHER	0.022857	0.977143	
Q8DQJ7	OTHER	0.000399	0.999601	
Q8DQK1	OTHER	0.012186	0.987814	
Q8DQK2	OTHER	0.001728	0.998272	
Q8DQK3	OTHER	0.000508	0.999492	
Q8DQK9	OTHER	0.000490	0.999510	
Q8DQL0	OTHER	0.000449	0.999551	
Q8DQL1	OTHER	0.000546	0.999454	
Q8DQL2	SP(Sec/SPI)	0.909455	0.090545	CS pos: 25-26. CSS-GG. Pr: 0.1596
Q8DQL3	OTHER	0.001427	0.998573	
Q8DQL4	OTHER	0.000667	0.999333	
Q8DQL8	OTHER	0.000731	0.999269	
Q8DQL9	OTHER	0.003534	0.996466	
Q8DQM3	OTHER	0.000734	0.999266	
Q8DQM4	OTHER	0.096702	0.903298	
Q8DQM5	SP(Sec/SPI)	0.881972	0.118028	CS pos: 41-42. ASA-AV. Pr: 0.6401
Q8DQM7	OTHER	0.090727	0.909273	
Q8DQM8	OTHER	0.000227	0.999773	
Q8DQM9	OTHER	0.001440	0.998560	
Q8DQN0	OTHER	0.006502	0.993498	
Q8DQN4	OTHER	0.000698	0.999302	
Q8DQN6	OTHER	0.001375	0.998625	
Q8DQN7	OTHER	0.029760	0.970240	
Q8DQN9	OTHER	0.461561	0.538439	
Q8DQP0	OTHER	0.152483	0.847517	
Q8DQP1	OTHER	0.000339	0.999661	
Q8DQP2	OTHER	0.116780	0.883220	
Q8DQP3	OTHER	0.001114	0.998886	
Q8DQP5	OTHER	0.001713	0.998287	
Q8DQP6	OTHER	0.001342	0.998658	
Q8DQP8	OTHER	0.000261	0.999739	
Q8DQP9	OTHER	0.000449	0.999551	
Q8DQQ0	OTHER	0.000650	0.999350	
Q8DQQ4	OTHER	0.001580	0.998420	
Q8DQQ5	OTHER	0.000697	0.999303	
Q8DQQ7	OTHER	0.001164	0.998836	
Q8DQQ8	OTHER	0.002494	0.997506	
Q8DQR1	OTHER	0.001219	0.998781	
Q8DQR2	OTHER	0.001058	0.998942	
Q8DQR4	OTHER	0.000934	0.999066	
Q8DQR5	OTHER	0.000562	0.999438	
Q8DQR6	OTHER	0.006281	0.993719	
Q8DQR7	OTHER	0.000451	0.999549	
Q8DQR8	OTHER	0.000336	0.999664	
Q8DQS1	OTHER	0.007441	0.992559	
Q8DQS2	OTHER	0.136713	0.863287	
Q8DQS4	OTHER	0.187252	0.812748	
Q8DQS5	OTHER	0.002757	0.997243	
Q8DQS6	OTHER	0.000664	0.999336	
Q8DQT3	OTHER	0.000342	0.999658	
Q8DQT4	OTHER	0.002529	0.997471	
Q8DQT5	OTHER	0.000677	0.999323	
Q8DQT7	OTHER	0.001348	0.998652	
Q8DQU1	OTHER	0.000805	0.999195	
Q8DQU2	OTHER	0.001019	0.998981	
Q8DQU3	OTHER	0.001303	0.998697	
Q8DQU4	OTHER	0.000859	0.999141	
Q8DQU5	OTHER	0.001574	0.998426	
Q8DQU6	OTHER	0.001360	0.998640	
Q8DQU8	OTHER	0.000534	0.999466	
Q8DQU9	OTHER	0.000449	0.999551	
Q8DQV0	OTHER	0.000500	0.999500	
Q8DQV3	OTHER	0.004457	0.995543	
Q8DQV4	OTHER	0.000555	0.999445	
Q8DQV9	OTHER	0.012335	0.987665	
Q8DQW0	OTHER	0.010072	0.989928	
Q8DQW1	OTHER	0.000978	0.999022	
Q8DQW3	OTHER	0.003850	0.996150	
Q8DQW4	OTHER	0.000484	0.999516	
Q8DQW5	OTHER	0.000538	0.999462	
Q8DQW6	OTHER	0.000388	0.999612	
Q8DQW7	OTHER	0.002504	0.997496	
Q8DQW8	OTHER	0.001400	0.998600	
Q8DQX0	OTHER	0.000824	0.999176	
Q8DQX3	OTHER	0.000627	0.999373	
Q8DQX4	OTHER	0.001153	0.998847	
Q8DQX5	OTHER	0.000658	0.999342	
Q8DQX7	OTHER	0.002082	0.997918	
Q8DQX9	OTHER	0.069172	0.930828	
Q8DQY1	OTHER	0.025631	0.974369	
Q8DQY4	OTHER	0.001029	0.998971	
Q8DQY6	OTHER	0.007169	0.992831	
Q8DQY7	OTHER	0.001691	0.998309	
Q8DQY8	OTHER	0.010511	0.989489	
Q8DQZ4	OTHER	0.001436	0.998564	
Q8DQZ5	OTHER	0.000246	0.999754	
Q8DQZ8	OTHER	0.000234	0.999766	
Q8DQZ9	OTHER	0.004213	0.995787	
Q8DR00	OTHER	0.001385	0.998615	
Q8DR01	OTHER	0.000710	0.999290	
Q8DR06	OTHER	0.004062	0.995938	
Q8DR07	OTHER	0.000971	0.999029	
Q8DR08	OTHER	0.000954	0.999046	
Q8DR12	OTHER	0.000707	0.999293	
Q8DR17	OTHER	0.003308	0.996692	
Q8DR18	OTHER	0.000701	0.999299	
Q8DR21	OTHER	0.003296	0.996704	
Q8DR23	OTHER	0.059004	0.940996	
Q8DR24	OTHER	0.001380	0.998620	
Q8DR25	OTHER	0.002084	0.997916	
Q8DR27	OTHER	0.045609	0.954391	
Q8DR30	OTHER	0.003895	0.996105	
Q8DR33	OTHER	0.001536	0.998464	
Q8DR35	OTHER	0.001003	0.998997	
Q8DR36	OTHER	0.001818	0.998182	
Q8DR37	OTHER	0.001706	0.998294	
Q8DR38	OTHER	0.001232	0.998768	
Q8DR39	SP(Sec/SPI)	0.994966	0.005034	CS pos: 27-28. VFA-DD. Pr: 0.9533
Q8DR40	OTHER	0.007551	0.992449	
Q8DR41	OTHER	0.002426	0.997574	
Q8DR42	OTHER	0.001836	0.998164	
Q8DR43	OTHER	0.000407	0.999593	
Q8DR44	OTHER	0.001742	0.998258	
Q8DR45	OTHER	0.000792	0.999208	
Q8DR47	OTHER	0.003901	0.996099	
Q8DR51	OTHER	0.005656	0.994344	
Q8DR52	SP(Sec/SPI)	0.989670	0.010330	CS pos: 27-28. VFA-NT. Pr: 0.9090
Q8DR56	OTHER	0.007644	0.992356	
Q8DR58	OTHER	0.003079	0.996921	
Q8DR62	OTHER	0.496286	0.503714	
Q8DR65	OTHER	0.005606	0.994394	
Q8DR66	OTHER	0.021138	0.978862	
Q8DR68	OTHER	0.000968	0.999032	
Q8DR71	OTHER	0.000567	0.999433	
Q8DR72	OTHER	0.000449	0.999551	
Q8DR73	OTHER	0.254052	0.745948	
Q8DR74	OTHER	0.001508	0.998492	
Q8DR75	OTHER	0.099253	0.900747	
Q8DR76	OTHER	0.000712	0.999288	
Q8DR78	OTHER	0.033484	0.966516	
Q8DR79	OTHER	0.006876	0.993124	
Q8DR80	OTHER	0.005299	0.994701	
Q8DR83	OTHER	0.000897	0.999103	
Q8DR86	OTHER	0.000281	0.999719	
Q8DR87	OTHER	0.221020	0.778980	
Q8DR88	OTHER	0.034483	0.965517	
Q8DR91	OTHER	0.001408	0.998592	
Q8DR93	OTHER	0.001318	0.998682	
Q8DR94	OTHER	0.004754	0.995246	
Q8DR95	OTHER	0.000747	0.999253	
Q8DR98	SP(Sec/SPI)	0.570694	0.429306	CS pos: 20-21. LEG-IL. Pr: 0.4428
Q8DR99	OTHER	0.000586	0.999414	
Q8DRA2	OTHER	0.198645	0.801355	
Q8DRA4	OTHER	0.001317	0.998683	
Q8DRA7	OTHER	0.002200	0.997800	
Q8DRA9	OTHER	0.005095	0.994905	
Q8DRB4	OTHER	0.001272	0.998728	
Q8DRB5	OTHER	0.001100	0.998900	
Q8DRB8	OTHER	0.000642	0.999358	
Q8DRB9	OTHER	0.000604	0.999396	
Q8DRC1	OTHER	0.331121	0.668879	
Q8DRC3	OTHER	0.000387	0.999613	
Q8DRC4	OTHER	0.001773	0.998227	
Q8DRC5	OTHER	0.000332	0.999668	
Q8DRC6	OTHER	0.001629	0.998371	
Q8DRC7	OTHER	0.001517	0.998483	
Q8DRC8	OTHER	0.000582	0.999418	
Q8DRC9	OTHER	0.010388	0.989612	
Q8DRD0	OTHER	0.000581	0.999419	
Q8DRD1	OTHER	0.000838	0.999162	
Q8DRD2	OTHER	0.000828	0.999172	
Q8DRD7	OTHER	0.001253	0.998747	
Q8DRD8	OTHER	0.001559	0.998441	
Q8DRE1	OTHER	0.000197	0.999803	
Q8DRE3	OTHER	0.002771	0.997229	
Q8DRE4	OTHER	0.000770	0.999230	
Q8DRE5	OTHER	0.000899	0.999101	
Q8DRE6	OTHER	0.006844	0.993156	
Q8DRE7	OTHER	0.014083	0.985917	
Q8DRF2	OTHER	0.000195	0.999805	
Q8DRF3	OTHER	0.003940	0.996060	
Q8DRF4	OTHER	0.156486	0.843514	
Q8DRF5	OTHER	0.001074	0.998926	
Q8DRF6	OTHER	0.000489	0.999511	
Q8DRF7	OTHER	0.024855	0.975145	
Q8DRF8	OTHER	0.001226	0.998774	
Q8DRG0	OTHER	0.000367	0.999633	
Q8DRG2	SP(Sec/SPI)	0.872175	0.127825	CS pos: 22-23. VLA-AC. Pr: 0.5057
Q8DRG3	OTHER	0.001020	0.998980	
Q8DRG4	OTHER	0.000621	0.999379	
Q8DRG6	OTHER	0.006305	0.993695	
Q8DRG7	OTHER	0.000439	0.999561	
Q8DRG8	OTHER	0.001921	0.998079	
Q8DRG9	OTHER	0.000607	0.999393	
Q8DRH0	OTHER	0.000373	0.999627	
Q8DRH1	OTHER	0.000713	0.999287	
Q8DRH4	OTHER	0.006368	0.993632	
Q8DRH5	OTHER	0.004224	0.995776	
Q8DRH9	OTHER	0.000805	0.999195	
Q8DRI0	SP(Sec/SPI)	0.877371	0.122629	CS pos: 24-25. VAS-QP. Pr: 0.4835
Q8DRI1	OTHER	0.084902	0.915098	
Q8DRI3	OTHER	0.000984	0.999016	
Q8DRI6	SP(Sec/SPI)	0.968046	0.031954	CS pos: 21-22. ACS-NN. Pr: 0.2005
Q8DRI7	OTHER	0.001270	0.998730	
Q8DRI8	SP(Sec/SPI)	0.598116	0.401884	CS pos: 22-23. VFN-VN. Pr: 0.1565
Q8DRJ1	OTHER	0.001632	0.998368	
Q8DRJ2	OTHER	0.000212	0.999788	
Q8DRJ3	OTHER	0.000365	0.999635	
Q8DRJ4	OTHER	0.140298	0.859702	
Q8DRJ5	SP(Sec/SPI)	0.590492	0.409508	CS pos: 25-26. SYG-YE. Pr: 0.3065
Q8DRJ6	OTHER	0.006843	0.993157	
Q8DRJ7	OTHER	0.000340	0.999660	
Q8DRJ8	OTHER	0.001213	0.998787	
Q8DRK2	OTHER	0.297227	0.702773	
Q8DRK3	OTHER	0.442432	0.557568	
Q8DRK4	OTHER	0.241749	0.758251	
Q8DRK5	OTHER	0.080473	0.919527	
Q8DRK7	OTHER	0.000818	0.999182	
Q8DRK8	OTHER	0.001208	0.998792	
Q8DRL0	OTHER	0.002689	0.997311	
Q8DRL1	OTHER	0.000529	0.999471	
Q8DRL2	SP(Sec/SPI)	0.816827	0.183173	CS pos: 19-20. QIC-DE. Pr: 0.2398
Q8DRL3	OTHER	0.001663	0.998337	
Q8DRL4	OTHER	0.000629	0.999371	
Q8DRL5	OTHER	0.000617	0.999383	
Q8DRM2	OTHER	0.022759	0.977241	
Q8DRM6	OTHER	0.000284	0.999716	
Q8DRM8	OTHER	0.000493	0.999507	
Q8DRM9	OTHER	0.000309	0.999691	
Q8DRN0	OTHER	0.003354	0.996646	
Q8DRN1	OTHER	0.001943	0.998057	
Q8DRN6	OTHER	0.004864	0.995136	
Q8DRN7	OTHER	0.000939	0.999061	
Q8DRN8	OTHER	0.000556	0.999444	
Q8DRP1	OTHER	0.001020	0.998980	
Q8DRP4	OTHER	0.000361	0.999639	
Q8DRP5	OTHER	0.000726	0.999274	
Q8DRP6	OTHER	0.001111	0.998889	
Q8DRP7	OTHER	0.001611	0.998389	
Q8DRQ0	OTHER	0.355863	0.644137	
V9H0I2	OTHER	0.003354	0.996646	
